"Id","Region","River Name","Section","Class","Class (decimal)","Length","Gradient","Time","Put in","Take out","Body"
"https://rivers.org.nz/nz/wellington/waiohine/top-forks-to-waiohine-gorge-road","Wellington","Waiohine","Top Forks to Waiohine Gorge Road","III+ (IV-)","3.26","","","","","",""
"https://rivers.org.nz/nz/waikato/waipapa/waipapa","Waikato","Waipapa","Waipapa","II","2","","","","","","<p>RUS 1111</p>"
"https://rivers.org.nz/waipapa","Waikato","Waipapa River","To Waipapa Lake","II (IV)","2.22","","","","","","<p>Another quite interesting paddle is the Waipapa River near Mangakino which doesn"
"https://rivers.org.nz/nz/west-coast/waipara/source-lake-to-arawhata","West Coast","Waipara","Source lake to Arawhata Road Bridge","IV+ (V)","4.3","20km","24m/km","2-3 days","Source lake or below Cabin Pass rapids of there is not enough water.","Arawhata Road Bridge","<p>The Waipara is a beautiful, isolated valley which drains the Bonar Glacier in Mount Aspiring National Park. The river takes you from the ice filled neve lake to the Tasman Sea (if you paddle the last section from the road bridge). The very long walk out in untracked valley if things go wrong and the sheer isolation provide a great sense of commitment and add to the ambience of the Waipara River.</p><p>First paddled during 95/96 by Sean Waters, Jo Kippax, Rich Kersel and James McKeown in a three-day session only after convincing the helicopter pilot to keep flying higher, even though he told them they would die. They flew to the lake and began from there. Five years passed before a team went in for the second visit and paddled out in two easy days.</p><p>The Cabin Pass rapids leading out of the lake need a spring melt or a little rain. Best described as "
"https://rivers.org.nz/nz/otago/waipori/no-4-powerstation-to-waipori-falls-road-bridge","Otago","Waipori","No.4 Powerstation to Waipori Falls road bridge","II","2","2km","6m/km","1 hour","At the camping space on the true left.","At the road bridge","<p>The Waipori River drains Lake Mahinerangi and flows down through a series of dams to join the Taieri River on the Taieri Plains near Dunedin. When water is released in the upper stretches of the river, it creates steep, technical water in an attractive gorge surrounded by native bush. For the trip to be possible, the hydro company has to be spilling water from its No. 3 Dam, or when there has been heavy rain.</p><p>The river can easily be split into three different sections or run together, whatever you want, or are capable of.</p><p>The third and lower section is a pleasant beginner's trip of mostly class II with one short class III rapid, The Cascade. Take out at the road bridge.</p><p>To get to the take-out from Dunedin, drive south along SH1 to the Taieri River bridge. Continue for about 4km and turn right onto the Henley-Berwick road. From Berwick (about 5km), follow signs towards Waipori Falls. A gravel road leads up the valley to the road bridge.</p><p>To get to the put-in, continue for about 2 - 3km.  Look for the entrance to a camping area on the right, on a sweeping left hand bend.</p>"
"https://rivers.org.nz/nz/otago/waipori/no-4-dam-to-no-4-powerstation","Otago","Waipori","No.4 Dam to No.4 Powerstation","IV-V","4.5","2km","16m/km","1-2 hours","No. 4 Dam","No. 4 Power station, or paddle down to the next section.","<p>The Waipori River drains Lake Mahinerangi and flows down through a series of dams to join the Taieri River on the Taieri Plains near Dunedin. When water is released in the upper stretches of the river, it creates steep, technical water in an attractive gorge surrounded by native bush. For the trip to be possible, the hydro company has to be spilling water from its No. 3 Dam, or when there has been heavy rain.</p><p>The river can easily be split into three different sections or run together, whatever you want, or are capable of.</p><p>The second and crux section starts below the No. 4 Dam. A side road leads down to the dam through a locked gate. The technical paddling begins about 500m into the section with a rapid containing boilder chokes and probably logs. The next hard rapid, marked by a small side stream on the left, has two drops in quick succession, with a powerful hydraulic at the bottom of each. There are a couple more class IV rapids before the take out at the No. 4 Power Station.</p><p>This section was paddled regularly by Dunedin locals throuightout the 1990's, but has fallen out of favour. As far as I know, it hasn't been paddled since around 1999 - 2000.  Treat it as a new run, and <strong>watch out for the trees!</strong></p><p>To get to the take-out from Dunedin, drive south along SH1 to the Taieri River bridge. Continue for about 4km and turn right onto the Henley-Berwick road. From Berwick (about 5km), follow signs towards Waipori Falls. A gravel road leads up the valley, initially on the true left and then on the true right. The road begins to climb away from the river after about 9km at the No. 4 Power Station.</p><p>To get to the put-in, continue for about 5km, to the No. 4 Dam.</p>"
"https://rivers.org.nz/nz/otago/waipori/no-3-dam-to-no-3-powerstation","Otago","Waipori","No.3 Dam to No.3 Powerstation","III-IV","3.5","3km","14m/km","1-2 hours","Below Waipori No. 3 Dam","No. 3 power station, under a two arch bridge, or paddle down the lake to the next section.","<p>The Waipori River drains Lake Mahinerangi and flows down through a series of dams to join the Taieri River on the Taieri Plains near Dunedin. When water is released in the upper stretches of the river, it creates steep, technical water in an attractive gorge surrounded by native bush. For the trip to be possible, the hydro company has to be spilling water from its No. 3 Dam, or when there has been heavy rain.</p><p>The river can easily be split into three different sections or run together, whatever you want, or are capable of.</p><p>The first section begins below the No. 3 Dam, near Waipori Falls village with 500m of class III-III+ rapids. The river then eases to class II and III. Two Douglas Fir trees on the left bank herald the approach to a short class III+ - IV rapid, where the river divides around a rock island. The left is the usual channel. Take out if you want at the No. 3 Power station below a two-arch bridge after about 3km. To continue, paddle down the lake for 1.5km to the No. 4 Dam, which is portaged on the right.</p><p>This section was paddled regularly through the 1990's by local Dunedin paddlers, but then fell out of favour for a number of years.  It was run again in 2005 by Glenn Murdoch and Mike McWhirter who experienced loads of trees in the river which necessitated scouting for routes through trees.</p><p>Take it easy, and <strong>watch out for the trees!</strong></p><p>To get to the take-out from Dunedin, drive south along SH1 to the Taieri River bridge. Continue for about 4km and turn right onto the Henley-Berwick road. From Berwick (about 5km), follow signs towards Waipori Falls. A gravel road leads up the valley, initially on the true left and then on the true right. The road begins to climb away from the river after about 9km at the No. 4 Power Station.</p><p>To get to the put-in, continue for about 7km, past the No. 3 Station to the Number 2A Station and No. 3 Dam, just near the entrance to Waipori Falls village. Park outside the No. 2A Station, carry down to the left of the powerhouse, and put in on the true right below the No. 3 Dam (about 400m down from the powerhouse).</p>"
"https://rivers.org.nz/nz/northland/waipoua/waipoua","Northland","Waipoua","Waipoua","I","1","","","","","","<p>RUS 1114, class unknown</p>"
"https://rivers.org.nz/nz/hawkes-bay/waipunga/upper-waipunga","Hawke's Bay","Waipunga","Upper Waipunga","III","3","7km","","1-3 hours","A rest area off SH5 just downstream of the confluence with the Okoeke gives easy access. BH38 061 795","A few kms north of the Tarawera tavern on SH5 there is a rest area right by the river. Or continue down to the Tarawera hotsprings (a bit more of a walk to the road). BH38 082 752","<p>A tiny Hawke's bay gem, runnable again after the flood in January 2011 washed the willows out. This run is short, roadside and has the bonus of Hukawai falls near the start. If you are driving along SH5 with boats and a few hours to spare, then go for it. Most of the run is continuous boulder gardens with a couple of mini bedrock gorges. The first bridge has Hukawai falls hidden just below around a bend. This is a 2m slot drop that is better in higher water, or take the chicken chute left. Inspect and portage left.</p><p>Keep an eye out for trees - at the time of writing (March 2011) there were two that required portage. the first would possibly be good to go in higher water.</p><p>There are usually plenty of blue ducks around.</p>"
"https://rivers.org.nz/nz/hawkes-bay/waipunga/lower-waipunga","Hawke's Bay","Waipunga","Lower Waipunga","III+","3.25","21km","","4-5 hours","Tatraakina bridge by the confluence with the Mokomokonui. Turn off SH5 a few kms south of the Tarawera tavern, and then left down to the river. The bridge is closed, so park up before it and walk over to get to the river. BH38 106 716","The confluence with the Mohaka is at the end of Jock Sutton road. To get there continue south along SH5, and turn left onto Waitara road after crossing the Mohaka. A short while after the road turns to gravel, Jock Sutton road is on the left. BH38 190 650.","<p>This run has benefited from the January 2011 flood clearing out much of the wood. The run starts with 3-4km of easy water before turning away from the road into the scenic gorge. The pace picks up through Foreplay rapid, and continues through another half dozen named rapids. Most things can be boat scouted, but there are ample opportunities to inspect and portage in normal water levels.<br />Things ease off for a while and the remains of a hut can be seen on the right bank. After the hut, 6km of easy water leads to the final two rapids (Nothing Flash and Ace) and then it is a further 3km to the Mohaka river. The end of Jock Sutton road is across the Mohaka by a gravel bank.</p><p>At the time of writing (March 2011), there were no trees that required portaging but as always, keep an eye out.</p>"
"https://rivers.org.nz/nz/marlborough/wairau/rainbow-run","Marlborough","Wairau","Rainbow Run","II-III+","2.6","10km","10m/km","2-4 hours","Schroders Creek near the Old Rainbow Homestead","Rainbow Valley Skifield turnoff","<p>As a child I watched in total horror as my father attempted to run a rapid on the lower Wairau in his newly built fibreglass kayak. The water was awesome (class I), the danger extreme (nil), and excitement intense (true). Needless to say he tipped out and the boat disintegrated around a rock, which only added to my already overloaded sense of awe about this weird sport.</p><p>Different sections of the Wairau River in Marlborough have been used for years by kayakers. The lower reaches below Renwick are good first timer territory and many of Blenheim"
"https://rivers.org.nz/nz/marlborough/wairau/hells-gate","Marlborough","Wairau","Hell's Gate","III-III+","3.1","3km","","1-2 hours","Coldwater Creek","Bridge","<p>Put in near Coldwater Creek for a 3km section of steep, technical class III that pushes class IV in high flows. Below this section the river is flat and braided down to Schroders Creek.</p><p>The river can be scouted from the road on the drive in. The rapids are a series of 100m to 200m long class III boulder rapids which get pushier and faster as the flow rises. The water is usually crystal clear. A big flood turns everything into a continuous wave train with some meaty holes.</p><p>The flows in late spring are most likely to stay in the best kayaking range, which is 30-60 cumecs on the Dip Flat gauge. The flow here is 30-40% of the Dip Flat level. The river"
"https://rivers.org.nz/nz/southland/wairaurahiri/lake-hauroko-to-coast","Southland","Wairaurahiri","Lake Hauroko to Coast","II+","2.25","","","","Lake Hauroko","Waitutu Lodge on the South Coast","<p>Usually get transported from takeout by jetboat back up the river. See Hump Ridge Jet (<a href=""http://www.wildernessjet.co.nz/"" title=""http://www.wildernessjet.co.nz/"">http://www.wildernessjet.co.nz/</a>) or Wairaurahiri Jet (<a href=""http://www.wjet.co.nz/wjet/default.asp"" title=""http://www.wjet.co.nz/wjet/default.asp"">http://www.wjet.co.nz/wjet/default.asp</a>).</p><p>RUS 2315</p>"
"https://rivers.org.nz/nz/wanganui/wairehu-canal/wairehu-playhole","Wanganui","Wairehu Canal","Wairehu Playhole","II","2","","","","2.75 km downstream from the State Highway 47 bridge on river right.","","<p>The Wairehu Canal is part of the Tongariro Power Scheme and runs between Lakes Otamangakau and Rotoaira.  Genesis Energy built the playhole as mitigation for the scheme and it has been open for use by kayakers since April 2010.</p><p>To find out the flow, call the Genesis flow phone: 07 386 8113 and press 2.  Listen for the flow in the Wairehu canal.</p><p>Please read the sign at the site which displays the "
"https://rivers.org.nz/nz/tasman/wairoa/upper-gorge","Tasman","Wairoa","Wairoa Gorge Road to Andrews Road Bridge","III-IV","3.5","11km","10m/km","2.5 to 4 hours (depending on flow and put in)","a number of put in sites along Wairoa Gorge roads","take out on river right immediately before bridge at Andrews Rd, approximately 6km upstream from the Wairoa-Lee confluence (Grid Ref N28 179736)","<p>The Wairoa River flows directly out of the rugged Mt Richmond Forest Park to emerge behind Brightwater. Within easy driving distance from nearby Nelson (30 minutes), the Wairoa provides a popular after-work run for local paddlers when the flow is right. About two days of consistent rain turns the Wairoa into a superb technical class III whitewater run with great play spots and dynamic eddy moves. Not recommended at flows less than 60 cumecs.</p><p>Access to both the take out and put in is via the Wairoa Gorge Road on river left. Which of the four put in options you choose should depend on group experience, flow, time available, state of road and how much you prize your vehicle. The first of the put in options is at the boldly signed Wairoa Gorge Recreation Reserve, 16km from the Brightwater pub, and immediately below the confluence of the left and right branches. A further two put ins are accessed from the Old Mill Rd at the Andrews and Anslow Rd fords. These roads turn off from the Old Mill Rd at 2km (Andrews) and 4km (Anslows) above the confluence. Even higher put ins are available but note that road access above (upper) Andrews Rd ford can be marginal, particularly in wet conditions.</p><p>All options provide class III water with more technical rapids below the confluence. The choice is yours and will depend on flow and time available. The river can be scouted from many spots along the road. Trips from above the highest ford can take up to five hours. </p><p>At very high flood flows (250+ cumecs) many of the more technical rapids wash out, leaving a formidable class III+ to IV big water run with typical flood features of very fast moving current, unusual hydraulics, few eddies, and the occasional tree. A more conservative put in below the lower ford at this flow would be prudent and the run should be contemplated by more experienced paddlers only. At very high flood flows there are few places to inspect the harder rapids on the section below the confluence and it is a good idea to run it with someone who knows the river. Flows from the TDC river gauge are taken below the Wairoa/Lee confluence. The flows given above are based on this combined flow reading.</p><p>The Wairoa Gorge is accessed from the small township of Brightwater. Head down River Terrace Rd behind the Brightwater pub, following directions to the Wairoa Gorge Rd. Access to the Wairoa"
"https://rivers.org.nz/nz/tasman/wairoa/lower-gorge","Tasman","Wairoa","Andrews Road Bridge to Max's Bush","II-II+","2.15","7.5km","10m/km","2 to 4 hours","Andrews Road Bridge, approximately 6km upstream from the Wairoa-Lee confluence (Grid Ref N28 179736)","Max's Bush","<p>When conditions are right there are a number of other trips in the area to keep you wet. Lower Wairoa Gorge: paddlers seeking a less demanding trip can put in at the take out for the Upper Gorge section and take out directly above the weir at Max's Bush. This take out is approximately 1.5 km below the Wairoa/Lee confluence on river left. At 80-200 cumecs this section from the bridge consists of the occasional class II+ rapid.</p>"
"https://rivers.org.nz/nz/bay-of-plenty/wairoa/mclaren-falls-to-powerstation","Bay of Plenty","Wairoa","McLaren Falls to Powerstation","IV+-V","4.6","2.7km","16.5m/km","1hr","McLaren Falls bridge, 1km off SH29","Ruahihi Powerstation","<p>The Wairoa (meaning "
"https://rivers.org.nz/nz/northland/wairoa/wairoa","Northland","Wairoa","Wairoa","I","1","","","","","","<p>RUS 1116, class unknown</p>"
"https://rivers.org.nz/nz/bay-of-plenty/wairoa/mclaren-falls","Bay of Plenty","Wairoa","McLaren Falls","V","5","","","","","",""
"https://rivers.org.nz/nz/northland/wairua-river/wairua","Northland","Wairua","Wairua","III","3","3km","","","Wairua Falls Rd","Need to check","<p>Flow<br />When they are diverting water from the power station over the falls.  About 20-30mm of rain and it starts rocking.  When the rock in the pool at the bottom of the falls is covered it's good to go.  Optimal play flow: -11 to -13 on the gauge It wouldn't have done any harm if the water level was higher than it was, and we had no idea where the rock was anyway (it was covered). We did the river at between -10 and -10.5 on the gauge.  Apparently -11 to -13 is the best play flow (a bit lower then when we did it.<br />Put in<br />At the end of Wairua Falls Rd, take Maungatapere Rd, west of Whangarei.  Follow the bush track going down to a patch of grass at the bottom of the falls.<br />Take out:<br />Either don't bother and just paddle up/walk alongside the canal (2 km), or instead of turning down Wairua Falls Rd, take the next left (at a town called Titoki I think) After 5 mins of less you will see a copse of around 10 Gum trees on your left, as you approach a big bend in the road to the right.  You can park your car here on the power station grounds.  Carry on to the following driveway (no vehicle access) and walk down to the riverside power station building to check out the white gauge.<br />Character<br />This section offers technical boulder-garden style rapids through a bushclad valley, with opportunities for breaks between the rapids.  Keep an eye out for playwaves, most of which have to be caught on the fly. When in spate the water is very brown but also very warm - an excellent winter option!  A couple of rapids towards the end throw up something a little different such as a wall to avoid, but boat scouting will probably be fine for all of them, as long as river reading skills are good enough to pick the likely holes (which tend to be frequent, large, and appear out of nowhere).</p>"
"https://rivers.org.nz/nz/west-coast/waitaha/above-moonbeam-hut-to-morgan-gorge","West Coast","Waitaha","Above Moonbeam Hut to Morgan Gorge","IV-IV+","4.1","8.5km","","5-9 hours","Above Moonbeam Hut","Start of Morgan Gorge","<p>One of the best runs on the coast and thus one of the best in the country and is a step up from the Arahura and Whitcombe Rivers - it even has a lovely wander through lush forest near the end.</p><p>The normal put in is just above Moonbeam Hut. A short warm up and class IV boulder gardens lead down to "
"https://rivers.org.nz/nz/west-coast/waitaha/morgan-gorge","West Coast","Waitaha","Morgan Gorge","V","5","1km","","2-3 hours","Start of gorge","Waitaha Valley road end on Hokitika side of the river.","<p>All but the first 300m of the gorge can be seen from the helicopter; be sure to fly over the gorge and pay attention. The rapids are segmented, and vaguely recognizable from the air. What you can't see (the first 300m) is very committing, tight vertical walls, but manageable, pushy class III white water exists here. Most of this you can see from the swing bridge at the entrance.</p><p>Once through the committing section, the walls open up slightly and there is room to get out on the bank/in the river bed to scout/portage. Rapids also get more serious from here down. Some must be paddled, some must be portaged. The atmosphere is fairly intense. Everything seems enclosed, and the water seems confined and powerful.</p><p>The rapid at the exit of the gorge is a good indicator of the style of kayaking within the gorge. This rapid is accessible at the end of the Morgan Gorge portage.</p><p>The river bed seems somewhat mobile, and there have been differing descriptions of rapids over time. Treat every descent as a first.</p><p>Check out video by Dave Kwant <a href=""http://www.kayaksession.com/wild-and-hidden-places-a-kiwi-classic-kayak-session-short-film-of-the-year-awards-2013-entry-4/"" title=""http://www.kayaksession.com/wild-and-hidden-places-a-kiwi-classic-kayak-session-short-film-of-the-year-awards-2013-entry-4/"">http://www.kayaksession.com/wild-and-hidden-places-a-kiwi-classic-kayak-...</a></p>"
"https://rivers.org.nz/nz/taranaki/waitara/everett-road-to-bertrand-road","Taranaki","Waitara","Everett Road to Bertrand Road","II+","2.25","","","","","",""
"https://rivers.org.nz/nz/waikato/waitawheta/dickey-flat-to-confluence","Waikato","Waitawheta","Dickey Flat to Confluence","III+ (IV-)","3.26","3.5km","","1-2 hours","Dickey Flat DOC Campsite","Karangahake Gorge Carpark","<p>If K gorge is up, Waitawheta is most likely up, even though the catchments of Karangahake Gorge and Waitawheta are different. Make sure to check the K gorge gauge.</p><p>First 1km is manageable class II, as the river steepens and the rapids disappears around the corner, the Waitawheta action begins. There's a short gorge, with two notable double drops. Make sure to eddy out above the gorge on river left and scout on river left too. First drop is fairly straight forward, second drop is usually run river right. There's plenty of time to eddy out between drops.</p><p>About 100m downstream there is a river-wide 3m drop with a small cave line on river right. Enter the cave if you dare. If in doubt, run the 3m drop as far right as you can.</p><p>A couple of class II-III boulder gardens follows, with large pools at the bottom. After, the river splits briefly into two.  Both sides have been run, right side is steeper and slightly more difficult. Note: following rapid is runnable but sieved out. A swimmer wouldn't be too happy here.</p><p>Last major rapid is right before the confluence, the river swings from right to left between two bedroom sized boulders.  Scout river right.</p><p><strong>To get to the put in</strong>: From Karangahake Gorge Carpark head west towards Waihi for 5kms, take right turn onto Waitawheta Road. Go about 1km, and take a right onto Kennedy Road. Take another right turn onto Dickey Flat Road, and follow the gravel road to Dickey Flat DOC Camp Ground.<br /><strong>To get to the take out</strong>: From Paeroa Head 4-5km towards Waihi on State Highway 2. You'll see the big Karangahake Gorge Carpark, where Karangahake gorge and Waitawheta confluence meets.</p><p>Map: <a href=""http://www.nztopomaps.com/-37.498287,175.782967,12,Hybrid,100"" title=""http://www.nztopomaps.com/-37.498287,175.782967,12,Hybrid,100"">http://www.nztopomaps.com/-37.498287,175.782967,12,Hybrid,100</a><br />Flow: <a href=""http://www.waikatoregion.govt.nz/riverlevelsandrainfall/cgi-bin/hydwebserver.cgi/points/details?point=244&catchment=17"" title=""http://www.waikatoregion.govt.nz/riverlevelsandrainfall/cgi-bin/hydwebserver.cgi/points/details?point=244&catchment=17"">http://www.waikatoregion.govt.nz/riverlevelsandrainfall/cgi-bin/hydwebse...</a></p>"
"https://rivers.org.nz/nz/taranaki/waiwhakaiho/sh3-to-meeting-waters","Taranaki","Waiwhakaiho","SH3 to Meeting of the Waters","III-IV","3.5","","","","","",""
"https://rivers.org.nz/nz/taranaki/waiwhakaiho/meeting-waters-to-sh3","Taranaki","Waiwhakaiho","Meeting of the Waters to SH3","II-III","2.5","","","","","",""
"https://rivers.org.nz/nz/taranaki/waiwhakaiho/waiwhakaiho-track-to-egmont-national-park-boundary","Taranaki","Waiwhakaiho","Waiwhakaiho track to Egmont National Park Boundary","IV","4","","","","","",""
"https://rivers.org.nz/nz/taranaki/waiwhakaiho/egmont-national-park-boundary-to-peters-rd","Taranaki","Waiwhakaiho","Egmont National Park Boundary to Peters Rd","III-IV","3.5","","","","","",""
"https://rivers.org.nz/nz/taranaki/waiwhakaiho/peters-rd-to-sh3","Taranaki","Waiwhakaiho","Peters Rd to SH3","III-IV","3.5","","","","","",""
"https://rivers.org.nz/nz/marlborough/wakamarina/road-end-to-canvastown","Marlborough","Wakamarina","Wakamarina Valley Road end to Canvastown","II-III+","2.6","7km","6m/km","1-3 hours","At the Wakamarina Valley Road end.","At the bridge by Mountain Camp Creek.","<p>The Wakamarina was the home of one of the biggest gold rushes north of the Shotover and Clutha. The story goes that in 1860 a woman washing clothes in the river one day noticed something shining on the bottom of the river. Nothing happened for a few years until the governor of the area offered a large fee to whoever could prove that the Wakamarina had gold enough for a claim. And so it began, with sizeable amounts of gold extracted from the quartz veins which run through the area. The "
"https://rivers.org.nz/nz/marlborough/wakamarina/road-end-to-mountain-camp-creek","Marlborough","Wakamarina","Road end to Mountain Camp Creek","II-III+","2.6","7km","6m/km","1-3 hours","Wakamarina Valley road end","bridge at Mountain Camp Creek","<p>In normal flows it is a scenic cruise down some scratchy, rocky rapids with fantastic deep blue/green pools making up the in-between bits.</p><p>If you want more action in the Wakamarina, wait until rain has fallen in the upper catchment and lifted the level. Then the rapids fill in and provide and exciting ride with plenty of moderately-sized pressure waves, hydraulics and tricky corners. The difficulties rarely push past the class III+ range.</p><p>To get to the take-out: drive to Canvastown on SH6 between Blenheim and Nelson. Drive up the Wakamarina Valley road to Mountain Camp Creek. About 500m further on, a road leads down to an old bridge. Park by this road. It is possible to paddle all the way to Canvastown or another take out at Mutton Creek.</p><p>To get to the put-in: continue upvalley to the end of the road. There are a number of alternative put-ins, and you can access the river virtually wherever you can see it.</p>"
"https://rivers.org.nz/nz/west-coast/wanganui/lambert-confluence-down","West Coast","Wanganui","Lower Wanganui","III (IV+)","3.22","7km","9.5m/km","2-4 hours","Hunter Hut (Wanganui/Lambers Confluence)","Gravel road end 3km up from SH6 (right hand side)","<p>The character of the Wanganui is different from other West Coast rivers, dropping sharply out of the Alps, but easing off without flowing through any gorges. </p><p>From just above the Lambert/Wanganui junction is a great class III intermediate trip and an excellent proposition for a first helicopter trip. The gradient drops right off to 9.5m/km and enjoyable class III water, except for one class IV-V rapid. This rapid (Slip Rapid) is about 4 kilometres from the Lambert/Wanganui junction and is easy to spot from above. Run the rapid or portage on the right side. </p><p>A soak in the hot pools in Hot Spring Stream (on the left 2 kilometres before the take out) is a great way to finish the trip. Walk 100 metres up the stream on the true left and dig out a pool to sit in. The quarry site on river right indicates the take out.</p><p>To get to the take out: from Hokitika drive south for 45 - 60minutes. A road heads off to the left just as you are about to cross the Wanganui River. Follow this for about 3 kilometres. As you get to the river there is a good parking and helicopter landing spot.</p>"
"https://rivers.org.nz/nz/west-coast/wanganui/upper-wanganui","West Coast","Wanganui","Upper Wanganui","IV-V","4.5","12km","35m/km","4.5-6 hours","5 kilometres upstream of Hunters Hut (Wanganui/Lambert confluence), at any available landing spot.","Gravel road end 3 kilometres up from SH6 (righthand side)","<p>The character of the Wanganui is different from other West Coast rivers, dropping sharply out of the Alps, but easing off without flowing through any gorges. From just above the Lambert/Wanganui junction is a great class III intermediate trip and an excellent proposition for a first helicopter trip. Those flying higher will be treated to some excellent, technical boating that at first glance looks unlikely, but comes together with a bit of thought. There are too many rapids to point out any one line so I will leave it up to you to adventure, or misadventure, at your own leisure.</p><p>After five kilometres of steep water the gradient drops right off to 9.5m/km for the rest of the trip and enjoyable class III water, except for one class IV-V rapid. This rapid (Slip Rapid) is about 4 kilometres from the Lambert/Wanganui junction and is easy to spot from above. Run the rapid or portage on the right side. </p><p>A soak in the hot pools in Hot Spring Stream (on the left 2 kilometres before the take out) is a great way to finish the trip. Walk 100 metres up the stream on the true left and dig out a pool to sit in. The quarry site on river right indicates the take out.</p><p>To get to the take out: from Hokitika drive south for 45 - 60minutes. A road heads off to the left just as you are about to cross the Wanganui River. Follow this for about 3 kilometres. As you get to the river there is a good parking and helicopter landing spot.</p><p>To get to the put in: fly to the where ever you want to start.</p>"
"https://rivers.org.nz/nz/wellington/west-akatarawa/west-akas","Wellington","West Akatarawa","West Akas","II-III","2.5","3.4km","17.6m/km","1-3 hours","McGees Bridge - Jtn old Karapoti Rd and Three Skulls Rd","At bridge/ford near end of Karapoti Road, off Akatarawa Road, Upper Hutt","<p>The West Akas is a lesser known local Wellington kayak run. Unless you have access to the Valley View forest gate key and know where you are going then it is best to bite the bullet and walk the 3km motorbike track alongside the river to the put-in (river left).</p><p>The run starts at McGee's bridge and soon enters a series of rock gardens with several nice but small drops. This steeper section culminates in a narrow chute which needs to be scouted for logs. After this the gradient drops away and the river is Class II. The run is not worth the walk at low flows (less than 0.9m on the Akatarawa Cemetary gauge). It is defin itely an option at higher flows and is well worth the walk.</p><p>If it's a nice day and the river is up you can float on down to the usual Karapoti put-in on the true Akatarawa River or even continue right down to the Hutt River confluence (Twin Bridges). </p><p>"
"https://rivers.org.nz/nz/wanganui/whakapapa/whakapapa-dam-to-owhango","Wanganui","Whakapapa","Whakapapa Dam to Owhango","III-IV","3.5","23km","14m/km","4-6 hours","Whakapapa intake","Whakapapa bridge at Owhango","<p>The Whakapapa, like many of the rivers radiating out from the Central Plateau, is a hidden treasure. It is well worth marking the two release days per annum on your calendar (<a href=""http://www.rivers.org.nz/events/"" title=""http://www.rivers.org.nz/events/"">http://www.rivers.org.nz/events/</a>) and getting a team together for it. Plan an alternative river trip in case the release doesn't occur, which will be the case if there isn't a fresh in the river to bring the flow above the required sixteen cumecs.  (Look for rain from the north-west in the weather forecast).  Read about <a href=""/article/the-inaugural-tongariro-and-whakapapa-releases"">The Inaugural Tongariro and Whakapapa Releases</a>.</p><p>The Whakapapa also runs when the rain is falling hard enough. Luckily it rains often and when it does the intake tunnel can"
"https://rivers.org.nz/nz/wanganui/whakapapaiti/sh47-to-whakapapa-dam","Wanganui","Whakapapaiti","SH47 to Whakapapa Dam","IV","4","9km","20m/km","1-2 hours","Road bridge on SH47","Whakapapa Dam","<p>V, >50cu<br />Yahoo -it's been raining hard and has been for a few days. Organise a couple of strategic 'well' days at work and get to the Whakapapaiti.</p><p>From the SH47 bridge, there isn't a lot of time to think about much except how cold it is in the water, and how warm it was in the car. The water is continuous class IV, even-gradient rapids all the way to the confluence with the <a href=""/nz/wanganui/whakapapanui/matariki-falls-to-whakapapa-dam"">Whakapapanui</a>. From here to the dam is much bigger, but less technical.</p><p>The Whakapapaiti is a faster, more technical run than its eastern cousing the <a href=""/nz/wanganui/whakapapanui/matariki-falls-to-whakapapa-dam"">Whakapapanui</a>. Speed, and the river's continuous difficulties, combine to add an extra point to the classification, hence class IV. At some points channel decisions have to be made - and quickly. Once at the confluence with the <a href=""/nz/wanganui/whakapapanui/matariki-falls-to-whakapapa-dam"">Whakapapanui</a> the speed eases but the volume increases, as does the size of the hydraulics. Have fun.</p><p>Whatever the flow at the Whakapapa Dam, the Whakapapaiti will have 40% of it - for example, if there are 50cu at the dam, the Whakakapapaiti will have roughly 20cu. So it needs slightly higher flows to make it worthwhile.</p><p>To get to the put in: find the Whakapapaiti bridge on SH47 just west of the SH48 turnoff to the Chateau. Scramble down the bank to the river. There is a parking area on the river left side of the bridge if you are leaving a vehicle.</p><p>To get to the take out: head east on SH47 for about 8km, look for a sign to Whakapapa Intake. Follow the road 8km to its end at the dam.</p><p>Catchment:<br />Egarr_Comments: numerous waterfalls<br />Egarr_Code: 046.01.01<br />Egarr_Vol: NI<br />Egarr_Page: 45<br />Egarr_Rec: 2<br />Egarr_Scen: 4<br />RUS_Code: 3091</p>"
